,id,title,rating,user
0,12615008,"Revolution 2020: Love, Corruption, Ambition",0,200
0,3631033,Strategic Budgeting,0,201
1,1691016,Handbook of Government Budgeting,2,201
2,6403690,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",3,201
3,45364,The Pleasures of God: Meditations on God's Delight in Being God,3,201
4,2319645,"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",4,201
5,145644,Humility: True Greatness,0,201
6,246849,The Discipline of Grace: God's Role and Our Role in the Pursuit of Holiness,0,201
7,556629,The Holiness of God,5,201
8,6426403,A Praying Life: Connecting with God in a Distracting World,4,201
9,3430222,Death by Love: Letters from the Cross,4,201
10,73188,The Cross of Christ,5,201
11,5466804,Just Do Something: A Liberating Approach to Finding God's Will,0,201
12,10808015,Jesus + Nothing = Everything,4,201
13,7920436,You Can Change: God's Transforming Power for Our Sinful Behavior and Negative Emotions,4,201
14,7617513,Scandalous: The Cross and Resurrection of Jesus,5,201
15,6618158,Dug Down Deep: Unearthing What I Believe and Why It Matters,3,201
16,9662968,King's Cross: The Story of the World in the Life of Jesus,3,201
17,11389341,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,5,201
18,13579364,The Freedom of Self-Forgetfulness,5,201
19,7933637,Gospel in Life Study Guide: Grace Changes Everything,5,201
0,7538,Winning with People,0,203
1,19421195,Be A People Person: Effective Leadership Through Effective Relationships,0,203
2,815716,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,0,203
3,11797476,Into the Abyss (Shark Wars #3),5,203
4,253916,God Is the Gospel: Meditations on God's Love as the Gift of Himself,0,203
5,207375,A Hunger for God,0,203
6,45365,Seeing and Savoring Jesus Christ,0,203
7,45366,Future Grace,0,203
8,45364,The Pleasures of God: Meditations on God's Delight in Being God,0,203
9,45352,When I Don't Desire God: How to Fight for Joy,0,203
10,199252,Let the Nations Be Glad!: The Supremacy of God in Missions,0,203
11,45362,The Passion of Jesus Christ,0,203
12,347656,Don't Waste Your Life,0,203
13,213367,Desiring God: Meditations of a Christian Hedonist,0,203
14,25350,"Out of the Silent Planet (The Space Trilogy, #1)",0,203
15,121732,Surprised by Joy: The Shape of My Early Life,0,203
16,6515834,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,0,203
17,53817,What's So Amazing About Grace?,0,203
18,1858013,The Reason for God: Belief in an Age of Skepticism,0,203
19,1923820,Holy Bible: King James Version,0,203
0,38746485,Becoming,5,205
1,40854379,മീശ | Meesha,0,205
2,31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,4,205
3,38820046,21 Lessons for the 21st Century,4,205
4,32191710,Astrophysics for People in a Hurry,4,205
5,450366,Calculus: An Intuitive and Physical Approach,0,205
6,29513878,Inner Engineering: A Yogi's Guide to Joy,1,205
7,310612,A Confederacy of Dunces,4,205
8,37810456,Why I am a Hindu,4,205
9,42925495,Milk Teeth,4,205
10,32508,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4,205
11,18214414,"The Silkworm (Cormoran Strike, #2)",3,205
12,5297,The Picture of Dorian Gray,4,205
13,18029,"Ring for Jeeves (Jeeves, #10)",4,205
14,68984,The Power of Your Subconscious Mind,4,205
15,18736925,Capital in the Twenty-First Century,0,205
16,35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,4,205
17,4477,Complications: A Surgeon's Notes on an Imperfect Science,4,205
18,853510,"Murder on the Orient Express (Hercule Poirot, #10)",4,205
19,10867,The Pleasure of My Company,0,205
0,24324789,Choice of Robots,5,206
0,22029443,Mažosios moterys,0,207
1,23503575,Resistance is Futile,0,207
2,34342006,Salt to the Sea,0,207
3,32856935,Dievo ir žmogaus metai,0,207
4,24612118,Fates and Furies,0,207
5,36193242,The Slave,0,207
6,117833,The Master and Margarita,0,207
7,19061235,Mirtininkės dienoraštis. Chadiža,0,207
8,256501,Heartstopper,2,207
9,18114165,Mrs. Hemingway,5,207
10,69133,Callings: Finding and Following an Authentic Life,3,207
11,11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3,207
12,11299,After the Quake,3,207
13,8745,Desert Flower,3,207
14,17262155,"Mad About the Boy (Bridget Jones, #3)",2,207
15,11857408,"Fifty Shades Darker (Fifty Shades, #2)",2,207
16,1430,Eleven Minutes,3,207
17,865,The Alchemist,4,207
18,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",3,207
19,10900028,"Leningrad: The Epic Siege of World War II, 1941-1944",3,207
0,118755,Winter of Fire,5,208
1,118768,The Juniper Game,5,208
2,236093,"The Wonderful Wizard of Oz (Oz, #1)",4,208
3,114701,"Into the Land of the Unicorns (The Unicorn Chronicles, #1)",4,208
4,18392,The Lost Years of Merlin,5,208
5,34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",0,208
6,6063110,The Girl With Glass Feet,0,208
7,7190,"The Three Musketeers (The D'Artagnan Romances, #1)",0,208
8,104097,"Sailing to Sarantium (The Sarantine Mosaic, #1)",0,208
9,11297,Norwegian Wood,5,208
10,18693728,The Mockingbird Next Door: Life with Harper Lee,5,208
11,224379,Gulag: A History,0,208
12,186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",4,208
13,310612,A Confederacy of Dunces,0,208
14,350,Stranger in a Strange Land,4,208
15,21996,The Devil in the White City,4,208
16,20889445,Breakfast at Tiffany's,4,208
17,6489636,The Library of Shadows,3,208
18,7133965,The Lotus Eaters,4,208
19,59091,Tobacco Road,4,208
0,338787,Psychological Reflections on Cinematic Terror: Jungian Archetypes in Horror Films,0,209
0,9375959,Dr. Horrible and Other Horrible Stories,4,212
1,270540,"Runaways, Vol. 7: Live Fast",4,212
2,2439175,"Runaways, Vol. 8: Dead End Kids",4,212
3,168403,"Runaways Deluxe, Vol. 2",4,212
4,8693600,"The Guild (The Guild, #1)",0,212
5,8596384,"The Shepherd's Tale (Serenity, #3)",0,212
6,133765,Those Left Behind (Serenity #1),5,212
7,37264,"Good-Bye, Chunky Rice",4,212
8,62953,Ghost World,4,212
9,118944,American Born Chinese,3,212
10,156534,"Y: The Last Man, Vol. 1: Unmanned",4,212
11,9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",4,212
12,92143,Bone: The Complete Edition,4,212
13,25179,Blankets,4,212
14,119324,"The Subtle Knife (His Dark Materials, #2)",4,212
15,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,212
16,2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",4,212
17,2767052,"The Hunger Games (The Hunger Games, #1)",4,212
18,1622,A Midsummer Night's Dream,4,212
19,1420,Hamlet,4,212
0,12954747,The Conscious Parent,0,214
1,25614492,Salt to the Sea,4,214
2,18143977,All the Light We Cannot See,0,214
3,29780253,Born a Crime: Stories From a South African Childhood,0,214
4,39117020,"Black Klansman: Race, Hate, and the Undercover Investigation of a Lifetime",4,214
5,20510868,Big Little Lies,5,214
6,34331079,Little Fires Everywhere,5,214
7,9526286,"A Wild Sheep Chase  (The Rat Series, #3)",3,214
8,11118511,The Dovekeepers,5,214
9,32980231,"I'll Push You: A Journey of 500 Miles, Two Best Friends, and One Wheelchair",0,214
10,38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",0,214
11,18007563,Prayers for the Stolen,5,214
12,7723542,"A Dog's Purpose (A Dog's Purpose, #1)",0,214
13,2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",5,214
14,5470,1984,5,214
15,12220,A Streetcar Named Desire,4,214
16,4671,The Great Gatsby,4,214
17,77203,The Kite Runner,5,214
18,43641,Water for Elephants,5,214
19,5060378,"The Girl Who Played with Fire (Millennium, #2)",4,214
0,41489,Deck the Halls,3,217
1,7510,The Beach House,4,217
2,746915,Football for Dummies,3,217
3,3431,The Five People You Meet in Heaven,4,217
4,1812457,The Shack,5,217
5,3462,The Rescue,5,217
6,683073,The End of the Age,4,217
7,5349,The Rainmaker,5,217
8,13137,"1st to Die (Women's Murder Club, #1)",4,217
9,7613,Animal Farm,3,217
10,3463,A Bend in the Road,3,217
11,15925,The Guardian,4,217
12,3478,Message in a Bottle,4,217
13,3466,"The Wedding (The Notebook, #2)",3,217
14,15926,Nights in Rodanthe,3,217
15,6400090,The Last Song,3,217
16,3063499,The Lucky One,3,217
17,15931,"The Notebook (The Notebook, #1)",4,217
18,3473,A Walk to Remember,4,217
19,5526,Dear John,4,217
0,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",3,220
1,19501,"Eat, Pray, Love",2,220
2,10964,"Outlander (Outlander, #1)",5,220
3,13496,"A Game of Thrones (A Song of Ice and Fire, #1)",0,220
4,3636,"The Giver (The Giver, #1)",3,220
5,2866718,"Untamed (House of Night, #4)",3,220
6,41865,"Twilight (Twilight, #1)",3,220
7,11367726,Defending Jacob,0,220
8,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,220
9,2767052,"The Hunger Games (The Hunger Games, #1)",3,220
10,960,"Angels & Demons (Robert Langdon, #1)",3,220
11,4406,East of Eden,0,220
12,2657,To Kill a Mockingbird,4,220
0,11184941,A Greyhound of a Girl,0,223
1,42710,The Deportees and Other Stories,0,223
2,42714,The Giggler Treatment,0,223
3,46007673,The Witch Elm,0,223
4,2459785,"In the Woods (Dublin Murder Squad, #1)",0,223
5,16171207,"Broken Harbor (Dublin Murder Squad, #4)",0,223
6,40389527,The Woman in the Window,0,223
7,22557272,The Girl on the Train,0,223
8,30288282,The Immortalists,0,223
9,46039404,The Star and the Shamrock,0,223
10,32570473,The Sunshine Sisters,2,223
11,890,Of Mice and Men,0,223
12,10357575,1Q84,4,223
13,53000469,The Memory Wood,0,223
14,12786,The City of Falling Angels,0,223
15,43522576,Imaginary Friend,0,223
16,36339460,From a Low and Quiet Sea,0,223
17,39318200,"The age of fable, or, Beauties of mythology",0,223
18,42594530,Serotonin,2,223
19,39964740,The Binding,0,223
0,37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",5,224
1,38530939,The Clockmaker's Daughter,3,224
2,29765820,"The Watchmaker's Daughter (Glass and Steele, #1)",0,224
3,35068763,The Home for Unwanted Girls,4,224
4,16130578,A Place at the Table,0,224
5,30653967,The Women in the Castle,4,224
6,35133922,Educated,5,224
7,16181775,"The Rosie Project (Don Tillman, #1)",4,224
8,7445,The Glass Castle,5,224
9,43641,Water for Elephants,4,224
10,26247008,Truly Madly Guilty,4,224
11,19063,The Book Thief,5,224
12,9416,"Confessions of a Shopaholic (Shopaholic, #1)",4,224
13,4989,The Red Tent,5,224
14,28187230,The Woman in Cabin 10,3,224
15,15818107,Orphan Train,5,224
16,6905012,Secret Daughter,5,224
17,2153405,Still Alice,5,224
18,16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",4,224
19,7244,The Poisonwood Bible,5,224
0,15729539,NOS4A2,0,225
1,552253,Bomp! Saving the World One Record at a Time,0,225
2,17162890,Lord of Garbage,4,225
3,9265453,Embassytown,0,225
4,283238,Space is the Place: The Lives and Times of Sun Ra,0,225
5,920607,The Arrival,0,225
6,7863274,Graffiti Moon,0,225
7,7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,0,225
8,57854,Tao Te Ching,5,225
9,9838800,"Shelter (Mickey Bolitar, #1)",0,225
10,5129,Brave New World,5,225
11,30120,Falling Up,0,225
12,4069,Man's Search for Meaning,5,225
13,298275,Nausea,4,225
14,22543,Death by Black Hole: And Other Cosmic Quandaries,0,225
15,10033,Being and Nothingness,5,225
16,8520362,The Grand Design,5,225
17,9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",0,225
18,401939,Touching from a Distance: Ian Curtis and Joy Division,0,225
19,191241,Beneath the Underdog,4,225
0,43450715,The Last Days of August,4,226
1,4591,Genome: the Autobiography of a Species in 23 Chapters,2,226
2,13642,A Wizard of Earthsea (Earthsea Cycle #1),3,226
3,35224286,Room to Dream,0,226
4,27276428,The Gene: An Intimate History,0,226
5,20828819,Emperor of All Maladies: A Biography of Cancer by Siddhartha Mukherjee l Summary & Study Guide,0,226
6,24113,"Gödel, Escher, Bach: An Eternal Golden Braid",0,226
7,22571552,So You've Been Publicly Shamed,5,226
8,1823,Them: Adventures with Extremists,5,226
9,15737151,Lost At Sea: The Jon Ronson Mysteries,5,226
10,12391521,The Psychopath Test: A Journey Through the Madness Industry,5,226
11,6638829,Hopes and Prospects,0,226
12,52397,"Parable of the Sower (Earthseed, #1)",5,226
13,210190,The Double,2,226
14,785075,The Death of the Moth and Other Essays,1,226
15,150465,The Reluctant Mr. Darwin: An Intimate Portrait of Charles Darwin and the Making of His Theory of Evolution,2,226
16,125286,The Beak of the Finch: A Story of Evolution in Our Time,3,226
17,7624457,How to Live: A Life of Montaigne in One Question and Twenty Attempts at An Answer,0,226
18,17841,Foucault's Pendulum,4,226
19,1865671,A Life Decoded: My Genome: My Life,0,226
0,1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0,227
1,30220642,NOOTAN ISC CHEMISTRY CLASS XI,0,227
2,960,"Angels & Demons (Robert Langdon, #1)",1,227
0,18798983,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",0,228
1,43615,The Gunslinger,0,228
2,249747,"Artemis Fowl (Artemis Fowl, #1)",0,228
3,19380,Candide,0,228
4,24612148,Gold Fame Citrus,0,228
5,19217647,Siblings Without Rivalry,0,228
6,22752699,Seveneves,0,228
7,21936809,The Kind Worth Killing,0,228
8,18007564,The Martian,0,228
9,20764862,Yes Please,0,228
10,17934530,"Annihilation (Southern Reach, #1)",0,228
11,19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,0,228
12,19859696,Poking a Dead Frog: Conversations with Today's Top Comedy Writers,0,228
13,865,The Alchemist,2,228
14,2612,The Tipping Point: How Little Things Can Make a Big Difference,0,228
15,15783275,Citizenville: Connecting People and Government in the Digital Age,0,228
16,20454977,Sleep Donation,0,228
17,8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,0,228
18,274198,"Our Stolen Future: Are We Threatening Our Fertility, Intelligence and Survival? A Scientific Detective Story",0,228
19,40440,The Thirteenth Tale,0,228
0,7648269,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",0,229
1,72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,0,229
2,767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,0,229
3,76401,Bury My Heart at Wounded Knee: An Indian History of the American West,0,229
4,296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,0,229
5,2767,A People's History of the United States,0,229
6,475,Collapse: How Societies Choose to Fail or Succeed,0,229
0,13347475,An Accidental Affair,0,230
1,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",4,230
2,11771168,Coca Kola - The Baddest Chick,3,230
3,5981219,The Other Side of My Kitchen,5,230
4,11096607,Bad Apple - The Baddest Chick,5,230
5,12388688,Say My Name,0,230
6,13638122,All That Matters,0,230
0,10931321,"Against All Enemies (Max Moore, #1)",4,231
1,808470,Far North,4,231
2,2678758,Tigerheart,5,231
3,48757,The Tao of Pooh,0,231
4,6547865,"The Gray Man (Gray Man, #1)",4,231
5,33,"The Lord of the Rings (The Lord of the Rings, #1-3)",5,231
6,5907,"The Hobbit, or There and Back Again",5,231
7,711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,5,231
8,13529097,"The Brief Against Obama: The Rise, Fall & Epic Fail of the Hope & Change Presidency",4,231
0,4667024,The Help,5,233
1,7521400,This Time Together: Laughter and Reflection,0,233
2,2511690,Home: A Memoir of My Early Years,0,233
0,92057,The Autobiography of Malcolm X,5,236
1,7445,The Glass Castle,5,236
0,24892774,The Lies About Truth,0,239
1,33295690,Dress Codes for Small Towns,5,239
2,38563591,Four Three Two One,0,239
3,29806094,The Survivor's Guide to Family Happiness,4,239
4,13360957,Pointe,0,239
5,36154341,I'm Still Here: Black Dignity in a World Made for Whiteness,0,239
6,25062038,Little & Lion,4,239
7,45152561,State of the Union: A Marriage in Ten Parts,0,239
8,22749994,Funny Girl,4,239
9,49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",0,239
10,24233708,"An Absolutely Remarkable Thing (The Carls, #1)",4,239
11,35297272,Emergency Contact,0,239
12,28926581,Everything All at Once,4,239
13,35230420,Summer of Salt,5,239
14,35356383,"To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret",3,239
15,26135825,Fun Home: A Family Tragicomic,5,239
16,34810320,Sadie,0,239
17,39939417,Five Feet Apart,0,239
18,31434883,Eleanor Oliphant Is Completely Fine,5,239
19,30334182,"Mask of the Sun: The Science, History and Forgotten Lore of Eclipses",0,239
0,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",0,241
1,11857408,"Fifty Shades Darker (Fifty Shades, #2)",0,241
2,755299,"Web of Dreams (Casteel, #5)",0,241
3,563457,"Ruby (Landry, #1)",0,241
4,397456,"Dawn (Cutler, #1)",0,241
5,397466,"Dark Angel (Casteel, #2)",0,241
6,787660,"Heaven (Casteel, #1)",0,241
7,805023,"My Sweet Audrina (Audrina, #1)",0,241
8,659622,"Garden of Shadows (Dollanganger, #5)",0,241
9,659612,"Seeds of Yesterday (Dollanganger, #4)",0,241
0,1162543,"Breaking Dawn (Twilight, #4)",5,242
1,49041,"New Moon (Twilight, #2)",5,242
2,428263,"Eclipse (Twilight, #3)",5,242
3,41865,"Twilight (Twilight, #1)",5,242
4,35982,My Horizontal Life: A Collection of One-Night Stands,5,242
5,2198274,The Monster of Florence,5,242
6,7926242,"Port Mortuary (Kay Scarpetta, #18)",3,242
7,6495359,"The Scarpetta Factor (Kay Scarpetta, #17)",4,242
8,2833172,"Scarpetta (Kay Scarpetta, #16)",5,242
9,6526,"Book of the Dead (Kay Scarpetta, #15)",5,242
10,6528,"Predator (Kay Scarpetta, #14)",5,242
11,6530,"Trace (Kay Scarpetta, #13)",5,242
12,320167,"The Last Precinct (Kay Scarpetta, #11)",4,242
13,31623,"Blow Fly (Kay Scarpetta, #12)",5,242
14,123598,"Black Notice (Kay Scarpetta, #10)",5,242
15,6541,"Cause of Death (Kay Scarpetta, #7)",5,242
16,232145,"Unnatural Exposure (Kay Scarpetta, #8)",5,242
17,6531,"Point of Origin (Kay Scarpetta, #9)",5,242
18,232123,"All That Remains (Kay Scarpetta, #3)",5,242
19,6537,"From Potter's Field (Kay Scarpetta, #6)",5,242
0,18143905,The Opposite of Loneliness: Essays and Stories,3,243
1,18490619,Friendship,4,243
2,18144068,The Possibilities,5,243
3,18641982,The Vacationers,0,243
4,8584965,"This Life Is in Your Hands: One Dream, Sixty Acres, and a Family Undone",5,243
5,4204732,"Life Is a Verb: 37 Days to Wake Up, Be Mindful, and Live Intentionally",5,243
6,1924322,Three Little Words,4,243
7,17290713,Best Food Writing 2013,0,243
8,202372,The Boys of My Youth,0,243
9,9977988,"Yoga Bitch: One Woman's Quest to Conquer Skepticism, Cynicism, and Cigarettes on the Path to  Enlightenment",0,243
10,600532,Consuming Passions: A Food-Obsessed Life,0,243
11,37750,Everything I Needed to Know about Being a Girl I Learned from Judy Blume,5,243
12,15827066,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,5,243
13,12014351,Party Girls,5,243
14,10569,On Writing: A Memoir of the Craft,5,243
15,16045084,"Lookaway, Lookaway",1,243
16,13438524,Flight Behavior,4,243
17,225343,Heartburn,5,243
18,13526165,"Where'd You Go, Bernadette",3,243
19,1875316,"My Last Supper: 50 Great Chefs and Their Final Meals / Portraits, Interviews, and Recipes",2,243
0,17374834,Head First Design Patterns,4,245
1,23198201,Sapiens: A Brief History of Humankind,0,245
2,16299,And Then There Were None,3,245
3,4004,The Pilgrimage,0,245
4,23453112,Modern Romance,0,245
5,23492688,"Yes, My Accent Is Real: and Some Other Things I Haven't Told You",0,245
6,23848559,Furiously Happy: A Funny Book About Horrible Things,0,245
7,22522808,Trigger Warning: Short Fictions and Disturbances,0,245
8,22557272,The Girl on the Train,0,245
9,24817626,Go Set a Watchman,0,245
10,128029,A Thousand Splendid Suns,0,245
11,1430,Eleven Minutes,4,245
12,865,The Alchemist,5,245
13,99944,The Bhagavad Gita,0,245
14,54270,Mein Kampf,0,245
15,13041672,The Selected Works of Bhagat Singh,0,245
16,7417780,The Piper's Son,0,245
17,11529868,The Orphan Master's Son,0,245
18,13049569,"The Passage of Power (The Years of Lyndon Johnson, #4)",0,245
19,17675462,"The Raven Boys (The Raven Cycle, #1)",0,245
0,7624272,"The Lost Hero (The Heroes of Olympus, #1)",0,247
1,28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",0,247
0,27758,Networking with the Affluent,0,248
1,998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,0,248
0,12757167,Nouveau Monde (Les héritiers d'Enkidiev #2),0,258
0,42831555,"Willing to Die (To Die, #8)",0,259
1,23163643,The League of Protectors,0,259
2,25190,"Beauty's Release (Sleeping Beauty, #3)",0,259
3,26582,The Claiming of Sleeping Beauty,5,259
4,18750,"Beauty's Punishment (Sleeping Beauty, #2)",0,259
5,7180727,"Live to Tell (Detective D.D. Warren, #4)",0,259
6,8087038,"Chasing The Night (Eve Duncan, #11; Catherine Ling, #1)",0,259
7,6544020,"Blood Ties (Bishop/Special Crimes Unit, #12; Blood #3)",5,259
8,7202831,"Ice Cold (Rizzoli & Isles, #8)",0,259
9,625891,Hiding in the Shadows (Bishop/Special Crimes Unit #2; Shadows #2),5,259
10,122968,The Ugly Duckling,5,259
11,32523,"Hide (Detective D.D. Warren, #2)",5,259
12,405669,Whispers,5,259
13,213102,Always a Thief (Quinn/Thief #2),5,259
14,32530,"The Third Victim (Quincy & Rainie, #2)",5,259
15,87958,Dark Paradise,5,259
16,244475,Whisper of Evil (Bishop/Special Crimes Unit #5; Evil #2),5,259
17,84833,"Dead Ringer (Rosato & Associates, #8)",5,259
18,7907680,"Secrets to the Grave (Oak Knoll, #2)",0,259
19,272265,And Then You Die,5,259
0,18517591,"Rumor Has It (Limelight, #1)",0,260
1,18716577,"At Any Price (Gaming the System, #1)",0,260
2,17332564,How to Love,0,260
3,17883712,"Isn't She Lovely (Redemption, #0.5)",0,260
4,19502997,Two to Tango,0,260
5,6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",0,260
6,13612739,"Seduced in the Dark (The Dark Duet, #2)",0,260
7,13572249,"Bared to You (Crossfire, #1)",5,260
8,18142413,"Wanted (Most Wanted, #1)",0,260
9,16001893,"Down to You (The Bad Boys, #1)",0,260
10,13639050,"Gabriel's Rapture (Gabriel's Inferno, #2)",0,260
11,15842441,"Effortless (Thoughtless, #2)",0,260
12,15852756,"Naked (The Blackstone Affair, #1)",0,260
13,16140036,"This Man (This Man, #1)",0,260
14,13596809,"Reflected in You (Crossfire, #2)",5,260
15,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",5,260
0,7144,Crime and Punishment,5,261
1,6348152,Pescărușul alb (Trilogia în alb #2),5,261
2,14662,The Red and the Black,5,261
3,6348153,Ingerul alb (Trilogia în alb #3),5,261
4,6348148,Trandafirul alb (Trilogia în alb #1),5,261
0,13579364,The Freedom of Self-Forgetfulness,0,265
1,99729,The Island on Bird Street,1,265
0,35206845,Walking on Edge: A Pilgrimage to Santiago,4,266
1,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,0,266
0,41130221,Black box thinking and greatest 2 books collection set,0,269
1,46223297,Permanent Record,0,269
2,24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,0,269
0,7821931,"Witch & Wizard (Witch & Wizard, #1)",0,270
0,271199,"Fruits Basket, Vol. 1",4,271
1,6419566,"Beast Master, Vol. 1 (Beast Master, #1)",4,271
2,2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",3,271
3,7735333,"Matched (Matched, #1)",3,271
4,10321830,Sugar in My Bowl: Real Women Write About Real Sex,3,271
5,13515663,"I'm Starved for You (Positron, #1)",3,271
6,9850443,The Sisters Brothers,3,271
7,5129,Brave New World,3,271
8,43641,Water for Elephants,3,271
9,6334,Never Let Me Go,3,271
10,14050,The Time Traveler's Wife,3,271
11,10964693,The Marriage Plot,3,271
12,2767052,"The Hunger Games (The Hunger Games, #1)",3,271
13,960,"Angels & Demons (Robert Langdon, #1)",3,271
14,262069,Out of Avalon,3,271
15,181886,"Marion Zimmer Bradley's Ancestors of Avalon (Avalon, #5)",3,271
16,41865,"Twilight (Twilight, #1)",4,271
17,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",0,271
18,22369,"All-Star Superman, Vol. 1",4,271
19,13023,Alice in Wonderland,4,271
0,11355536,Not Bad For A Human,0,274
0,41865,"Twilight (Twilight, #1)",0,275
0,5060378,"The Girl Who Played with Fire (Millennium, #2)",5,277
1,76104,The Exploits of Sherlock Holmes,3,277
2,11297,Norwegian Wood,0,277
3,19501,"Eat, Pray, Love",0,277
4,7741325,"Dash & Lily's Book of Dares (Dash & Lily, #1)",0,277
5,4271,About a Boy,0,277
6,116351,The Wizards of Odd,0,277
7,286041,"The Dirk Gently Omnibus (Dirk Gently, #1-2)",0,277
8,34507,"Equal Rites (Discworld, #3; Witches, #1)",4,277
9,41899,Fantastic Beasts and Where to Find Them,3,277
10,2744,"Anansi Boys (American Gods, #2)",0,277
11,17061,Coraline,0,277
12,34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",3,277
13,15161,The Ladies of Grace Adieu and Other Stories,0,277
14,16793,Stardust,3,277
15,14497,"Neverwhere (London Below, #1)",0,277
16,62111,The Swiss Family Robinson,1,277
17,1000751,"Pollyanna (Pollyanna, #1)",3,277
18,93,"Heidi (Heidi, #1-2)",3,277
19,2998,The Secret Garden,4,277
0,9777,The God of Small Things,1,281
0,12623161,"Groupie (Groupie, #1)",2,284
1,12513614,"Captive in the Dark (The Dark Duet, #1)",0,284
2,27217730,"Fidelity (Infidelity, #5)",0,284
3,27217725,"Entrapment (Infidelity, #4)",0,284
4,27217714,"Deception (Infidelity, #3)",0,284
5,26883802,"Cunning (Infidelity, #2)",0,284
6,26248368,"Betrayal (Infidelity, #1)",0,284
7,8379374,"Backstage Pass (Sinners on Tour, #1)",0,284
8,12299419,"Mystery Man (Dream Man, #1)",0,284
9,4268157,"Perfect Chemistry (Perfect Chemistry, #1)",0,284
10,2761356,The Sweet Gum Tree,0,284
11,6357022,"Club Shadowlands (Masters of the Shadowlands, #1)",0,284
12,13820672,Trial Junkies (Trial Junkies #1),5,284
13,13432215,"Hot Secrets (Tall, Dark & Deadly #1)",5,284
14,15717721,"If I Were You (Inside Out, #1)",5,284
15,13496738,"While It Lasts (Sea Breeze, #3)",5,284
16,276877,"Absolute Fear (New Orleans, #4)",5,284
17,5945209,"Malice (New Orleans, #6)",5,284
18,545881,Almost Dead (The Cahills #2),5,284
19,2210921,"Say Goodbye (Quincy & Rainie, #6)",5,284
0,1337759,Saman,0,285
1,1334844,Ronggeng Dukuh Paruk,0,285
0,8928054,Shine,5,286
1,7204637,Aces Up,5,286
2,8887183,The Sweetest Thing,0,286
3,3873373,Breathing,5,286
4,7260188,"Mockingjay (The Hunger Games, #3)",4,286
5,6148028,"Catching Fire (The Hunger Games, #2)",4,286
6,2767052,"The Hunger Games (The Hunger Games, #1)",4,286
7,6584188,"It's Not Summer Without You (Summer, #2)",4,286
8,15931,"The Notebook (The Notebook, #1)",3,286
9,6400090,The Last Song,5,286
10,6729300,Front Page Face-Off,3,286
11,2119375,Cruel Summer,5,286
12,7904158,Choker,5,286
13,8203202,Touch Blue,3,286
14,6696465,"Finally (Willow Falls, #2)",5,286
15,6261051,The Cupcake Queen,4,286
